"SIF_STR","NAZIV","NASLOV","POSTA","KRAJ","TEKST","NAZIV1","SKUP","X","Y","TOT_DIST_km","TOT_TIME_min","TOT_TIME_h_min"
5558,"VMG ELEKTROTEHNA, d.o.o.","KOLARJEVA ULICA 47",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KOLARJEVA ULICA 47","14,50268607","46,07187054",8,28,00:28
4679,"VMS d.o.o.","PODSMREKA 5A",1356,"DOBROVA","OSTALO","PE LJUBLJANA","1356 PODSMREKA 5A","14,43228326","46,03259276",18,36,00:36
2945,"VODOVOD KANALIZACIJA","VODOVODNA 90",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VODOVODNA 90","14,50461906","46,07545996",8,30,00:30
5241,"VODOVOD KANALIZACIJA","SAVELJSKA CESTA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SAVELJSKA CESTA 1","14,49998447","46,08621",8,17,00:17
5985,"VODOVOD KANALIZACIJA - slopak","VODOVODNA 90",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 VODOVODNA 90","14,50461906","46,07545996",8,30,00:30
4951,"VOJAŠNICA F.R.S. - fizikalno kemijski laborat","LESKOŠKOVA 7",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 LESKOŠKOVA 12","14,5567905","46,06503812",9,14,00:14
4777,"VOLJA MOBIL - SLOPAK","ŠMARTINSKA 106",1000,"LJUBLJANA-dosta","SLOPAK - KU 2","PE LJUBLJANA","1000 ŠMARTINSKA 106","14,53707957","46,0680105",3,7,00:07
4571,"VON d.o.o.","ŽAGARSKA ULICA 35",1291,"ŠKOFLJICA","OSTALO","PE LJUBLJANA","1291 ŽAGARSKA ULICA 35","14,57153372","45,98175734",29,53,00:53
4571,"VON, d.o.o.","ŽAGARSKA ULICA 35",1291,"ŠKOFLJICA","OSTALO","PE LJUBLJANA","1291 ŽAGARSKA ULICA 35","14,57153372","45,98175734",29,53,00:53
5995,"VORPO, d.o.o. - slopak","JAMNIKARJEVA 101",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 JAMNIKARJEVA 101","14,4745876","46,04935912",13,47,00:47
6679,"VR - ELEKTRONIKA, d.o.o.","POD HRUŠEVCO 48F",1360,"VRHNIKA","OSTALO","PE LJUBLJANA","1360 POD HRUŠEVCO 48F","14,29298204","45,97383661",45,52,00:52
3107,"VRHOVNO SODIŠČE","TAVČARJEVA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TAVČARJEVA 9","14,50676693","46,05486461",4,9,00:09
6416,"VRTEC BOROVNICA","PAPLERJEVA 5",1353,"BOROVNICA","OSTALO","PE LJUBLJANA","1353 PAPLERJEVA 5","14,36582827","45,91718962",63,91,01:31
5885,"VRTEC CICIBAN","ŠARHOVA ULICA 29",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ŠARHOVA ULICA 29","14,51078284","46,07874354",8,30,00:30
5806,"VRTEC ČIRA ČARA","BELOKRANJSKA CESTA 27",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 BELOKRANJSKA 27","14,52154434","46,06320502",1,4,00:04
6448,"VRTEC DOMŽALE - ENOTA RACMAN","DRAGOMELJ 180 A",1230,"DOMŽALE","OSTALO","PE LJUBLJANA","1230 DRAGOMELJ 180A","14,59418608","46,10566563",23,37,00:37
5846,"VRTEC DR. FRANCETA PREŠERNA","ERJAVČEVA ULICA 29",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ERJAVČEVA 29","14,49530641","46,05029793",10,42,00:42
6308,"VRTEC DRAGOMER","NA GRIVI 1",1351,"BREZOVICA","OSTALO","PE LJUBLJANA","1351 NA GRIVI 1","14,38562985","46,01785693",28,62,01:02
3461,"VRTEC H.C. ANDERSEN","DERČEVA ULICA 10",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DERČEVA ULICA 10","14,48346371","46,0717766",12,42,00:42
3560,"VRTEC H.C. ANDERSEN","RAŠIŠKA 7",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 RAŠIŠKA 7","14,48055921","46,07409387",13,46,00:46
3821,"VRTEC H.C. ANDERSEN-MARJETICA","BITENČEVA ULICA 4",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 BITENČEVA ULICA 4","14,47662282","46,07475979",14,49,00:49
3818,"VRTEC H.C. ANDERSEN-PALČICA","VODNIKOVA 2",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 VODNIKOVA 2","14,49399847","46,06338376",8,30,00:30
3613,"VRTEC JARŠE","CLEVELANDSKA ULICA 13",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CLEVELANDSKA ULICA 13","14,54389747","46,07363433",5,12,00:12
3662,"VRTEC JARŠE","ULICA HERMANA POTOČNIKA 15",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ULICA HERMANA POTOČNIKA 15","14,53997176","46,0731058",4,11,00:11
3495,"VRTEC JARŠE - ENOTA ROŽLE","ROŽIČEVA 10",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 ROŽIČEVA 10","14,53545418","46,06451285",2,5,00:05
6269,"VRTEC KEKEC GROSUPLJE","TRUBARJEVA CESTA 15",1290,"GROSUPLJE","OSTALO","PE LJUBLJANA","1290 TRUBARJEVA CESTA 15","14,65488145","45,95502671",33,49,00:49
5967,"VRTEC LAŠKO, DE VRTEC OSTRŽEK, RIMSKE TOPLICE","CANKARJEVA CESTA 14",3272,"RIMSKE TOPLICE","OSTALO","PE LJUBLJANA","3272 CANKARJEVA 14","15,19489978","46,12562672",163,163,02:43
6356,"VRTEC LEDINA","ČUFARJEVA ULICA 14",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ČUFARJEVA ULICA 14","14,51139734","46,05443454",3,7,00:07
6595,"VRTEC MAVČIČE","MAVČIČE 102",4211,"MAVČIČE","OSTALO","PE LJUBLJANA","4211 MAVČIČE 102","14,40350316","46,18878856",50,78,01:18
5819,"VRTEC MIŠKOLIN","ZADOBROVŠKA 28A",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ZADOBROVŠKA 28A","14,58474971","46,06151661",17,27,00:27
5114,"VRTEC MOJCA","LEVIČNIKOVA 11",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 LEVIČNIKOVA 11","14,47319148","46,07396129",14,51,00:51
3745,"VRTEC MOJCA - ENOTA KEKEC","KLOPČIČEVA ULICA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KLOPČIČEVA ULICA 5","14,47716254","46,08060172",10,21,00:21
4543,"VRTEC MOJCA - ENOTA MUCA","ZOLETOVA 6",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 ZOLETOVA 6","14,46545409","46,0773176",11,24,00:24
6646,"VRTEC NAZARET","MEKINČEVA ULICA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 MEKINČEVA ULICA 1","14,54078784","46,05099285",2,6,00:06
3832,"VRTEC OTONA ŽUPANČIČA - ČEBELICA","HRUŠEVSKA CESTA 81",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 HRUŠEVSKA CESTA 81","14,55624007","46,04167806",11,17,00:17
3467,"VRTEC OTONA ŽUPANČIČA - MEHURČKI","PARMSKA 41",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PARMSKA 41","14,54359057","46,05432417",4,7,00:07
3807,"VRTEC PEDENJPED","CERUTOVA ULICA 6",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CERUTOVA ULICA 6","14,61628447","46,06187824",22,47,00:47
4061,"VRTEC PEDENJPED - enota JANČE","GABRJE PRI JANČAH 16",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 GABRJE PRI JANČAH 16","14,70410994","46,0499191",43,107,01:47
6148,"VRTEC PEDENJPED - ENOTA LIPOGLAV","MALI LIPOGLAV 8",1293,"ŠMARJE - SAP","OSTALO","PE LJUBLJANA","1293 MALI LIPOGLAV 8","14,6431981","45,99272771",36,67,01:07
3808,"VRTEC PEDENJPED - ENOTA VEVČE","PAPIRNIŠKI TRG 5",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1260 PAPIRNIŠKI TRG 5","14,59242993","46,05055799",19,31,00:31
3806,"VRTEC PEDENJPED ZAJČJA DOBRAVA","ZADOBROVŠKA 28a",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1260 ZADOBROVŠKA 28A","14,58474971","46,06151661",17,27,00:27
6630,"VRTEC PEDENPED","PREGLOV TRG 6",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PREGLOV TRG 6","14,55990627","46,05352411",9,15,00:15
5755,"VRTEC POD GRADOM","PRAPROTNIKOVA 2",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PRAPROTNIKOVA 2","14,51043602","46,04325533",8,33,00:33
3675,"VRTEC ROŽLE","POKOPALIŠKA 30",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 POKOPALIŠKA 30","14,53199226","46,06271725",1,3,00:03
5928,"VRTEC ROŽNA DOLINA","CESTA 27 APRILA 12",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CESTA 27. APRILA 12","14,48432463","46,05422606",10,38,00:38
4315,"VRTEC ROŽNIK","CESTA NA BRDO 30",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CESTA NA BRDO 30","14,47360281","46,04554859",14,49,00:49
4754,"VRTEC ŠENTVID","ULICA PREGNANCEV 6",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PREGNANCEV 6","14,46989998","46,09509952",13,28,00:28
6075,"VRTEC TRNOVO","KOLEZIJSKA ULICA 11",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KOLEZIJSKA ULICA 11","14,50149285","46,04202913",10,42,00:42
4772,"VRTEC VIŠKI GAJ","REŠKA 31",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 REŠKA 31","14,47342793","46,03808871",18,75,01:15
6318,"VRTEC VODMAT","KORYTKOVA ULICA 24",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KORYTKOVA ULICA 24","14,52339429","46,05698635",0,2,00:02
6606,"VRTEC VRHNIKA - enota ŽABICA-BARJANČEK","STARA VRHNIKA 1A",1360,"VRHNIKA","OSTALO","PE LJUBLJANA","1360 STARA VRHNIKA 1A","14,29155682","45,97326994",45,53,00:53
6605,"VRTEC VRHNIKA - enota ŽELVICA","TRŽAŠKA CESTA 2A",1360,"VRHNIKA","OSTALO","PE LJUBLJANA","1360 TRŽAŠKA CESTA 2A","14,29911957","45,96501148",45,53,00:53
5740,"VRTEC VRHOVCI, ENOTA BRDO","STANTETOVA ULICA 1A",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 STANTETOVA ULICA 1A","14,45203089","46,04748102",18,40,00:40
2391,"VRTEC ZELENA JAMA","ZVEZNA ULICA 24",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 ZVEZNA ULICA 24","14,53162936","46,05976454",0,2,00:02
5634,"VRTEC ZELENA JAMA - šolska akcija","ZVEZNA ULICA 24",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ZVEZNA ULICA 24","14,53162936","46,05976454",0,2,00:02
3718,"VŠZ d.o.o.","VOJKOVA 63",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 VOJKOVA 63","14,51884971","46,07287521",5,20,00:20
6129,"VTZ d.o.o. PODJETJE ZA SECURITY, INŽENIRING,","KOPRSKA 96",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KOPRSKA 96","14,4827289","46,03404608",17,69,01:09
4992,"WEBER DUŠAN","KARLOVŠKA CESTA 13",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 KARLOVŠKA CESTA 13","14,51139706","46,0441682",7,31,00:31
4492,"WEBO d.o.o. - slopak","DRAGOMELJ 84",1230,"DOMŽALE","SLOPAK - KU 2","PE LJUBLJANA","1230 DRAGOMELJ 84","14,59329194","46,10765093",23,37,00:37
5593,"WELLTRADE, d.o.o.","LESKOŠKOVA 9D",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LESKOŠKOVA 9D","14,56042402","46,06323456",10,15,00:15
4580,"WELZ d.o.o.","KAJUHOVA ULICA 51",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KAJUHOVA ULICA 51","14,54142833","46,05951619",2,5,00:05
2393,"WIT B","BRNČIČEVA ULICA 29",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1231 BRNČIČEVA ULICA 29","14,54845672","46,09962845",15,24,00:24
5171,"WOMEN SECRET","ČOPOVA ULICA 14",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ČOPOVA ULICA 14","14,50469831","46,05205742",4,11,00:11
3575,"WTC d.o.o. V STEČAJU","DUNAJSKA CESTA 156",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 156","14,51370049","46,08219304",9,33,00:33
2410,"WUERTH","BRODIŠČE 25",1236,"TRZIN","SLOPAK - KU 1","PE LJUBLJANA","1236 BRODIŠČE 25","14,54633388","46,12358061",17,27,00:27
5327,"XENON FORTE d.o.o.","LESKOŠKOVA 11",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 LESKOŠKOVA 11","14,55887743","46,06267078",9,15,00:15
3798,"XEROX SLOVENIJA d.o.o.","BRAVNIČARJEVA ULICA 13",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 BRAVNIČARJEVA ULICA 13","14,48105766","46,0843984",10,21,00:21
4928,"YELLOGISTIC d.o.o.","ŠPRUHA 31",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 ŠPRUHA 31","14,54709987","46,11692544",15,25,00:25
6516,"ŽABJEK FRANC","ZAPUŠKA CESTA 69",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 ZAPUŠKA CESTA 69","14,46315482","46,07978121",12,26,00:26
5688,"ZADON, d.o.o.","LITIJSKA CESTA 81A",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LITIJSKA CESTA 81A","14,55126588","46,04806507",8,12,00:12
4718,"ZAFFERAN YACHTING d.o.o.","LETALIŠKA 33a",1000,"LJUBLJANA-dosta","SLOPAK - KU 2","PE LJUBLJANA","1000 LETALIŠKA 33A","14,56947523","46,06280099",12,20,00:20
5963,"ZAJC JANEZ - slopak","KOČEVSKA CESTA 151",1291,"ŠKOFLJICA","SLOPAK - KU 2","PE LJUBLJANA","1291 KOČEVSKA CESTA 151","14,57358875","45,95266612",37,67,01:07
6273,"ZAJC MAKSIMILJAN - slopak","DOL PRI LJUBLJANI 8",1262,"DOL PRI LJUBLJANI","SLOPAK - KU 2","PE LJUBLJANA","1262 DOL PRI LJUBLJANI 8","14,64285567","46,0885339",29,50,00:50
5758,"ZAK INŽENIRING, d.o.o.","TRIGLAVSKA CESTA 61",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TRIGLAVSKA 61","14,50596927","46,07336933",7,27,00:27
6521,"ZALET ZAJIM HOROZOVIĆ s.p.","POKOPALIŠKA ULICA 16",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 POKOPALIŠKA ULICA 16","14,53456109","46,05848081",1,2,00:02
6479,"ZALOKER & ZALOKER, d.o.o. - OSTALO","KAJUHOVA ULICA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KAJUHOVA ULICA 9","14,53526187","46,06587072",2,6,00:06
5900,"ZALOKER & ZALOKER, d.o.o. - slopak","KAJUHOVA ULICA 9",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 KAJUHOVA ULICA 9","14,53526187","46,06587072",2,6,00:06
5834,"ZALOŽBA KARANTANIJA - TASIČ","SAVLJE 38",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SAVLJE 38","14,50427392","46,0953072",9,21,00:21
6221,"ZALOŽBA MLADIKA d.o.o.","VOJKOVA CESTA 48",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VOJKOVA CESTA 48","14,51658056","46,06771003",4,16,00:16
4278,"ZALOŽBA OBZORJA HELIDON","CELOVŠKA CESTA 142",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 142","14,48725353","46,07295429",11,40,00:40
4831,"ZALOŽBA ROKUS KLETT, d.o.o.","STEGNE 9/B",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 STEGNE 9B","14,48496066","46,08321931",9,20,00:20
4575,"ZALOŽBA UNSU, d.o.o.","VODOVODNA CESTA 101",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VODOVODNA CESTA 101","14,50259382","46,07784456",9,33,00:33
6268,"ZALOŽBA VALE NOVAK","POLJANSKA CESTA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 POLJANSKA CESTA 1","14,51144227","46,05079067",3,8,00:08
5466,"ZASAVSKE LEKARNE","RUDARSKA 12",1420,"TRBOVLJE","OSTALO","PE LJUBLJANA","1420 RUDARSKA 12","15,047953","46,15510811",123,154,02:34
6673,"ZAVAROVALNICA MARIBOR d.d. - Ljubljana","DUNAJSKA CESTA 8",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 8","14,50738018","46,06004089",5,18,00:18
5798,"ZAVAROVALNICA TRIGLAV - BEŽIGRAD","DUNAJSKA CESTA 105",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 105","14,51060513","46,07396505",7,25,00:25
5799,"ZAVAROVALNICA TRIGLAV - CENILNI CENTER TRZIN","BLATNICA 3",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 BLATNICA 3","14,55106142","46,12301435",17,27,00:27
4981,"ZAVAROVALNICA TRIGLAV - ČRNUČE","ŠLANDROVA ULICA 2",1231,"LJ-ČRNUČE","OSTALO","PE LJUBLJANA","1231 ŠLANDROVA ULICA 2","14,53565045","46,0982727",13,27,00:27
5797,"ZAVAROVALNICA TRIGLAV - DOMŽALE","LJUBLJANSKA CESTA 86",1230,"DOMŽALE","OSTALO","PE LJUBLJANA","1230 LJUBLJANSKA CESTA 86","14,59382363","46,1410787",26,43,00:43
5800,"ZAVAROVALNICA TRIGLAV - GROSUPLJE","TABORSKA CESTA 3",1290,"GROSUPLJE","OSTALO","PE LJUBLJANA","1290 TABORSKA CESTA 3","14,65328497","45,95659652",32,48,00:48
5789,"ZAVAROVALNICA TRIGLAV - LITIJA","JEREBOVA ULICA 14",1270,"LITIJA","OSTALO","PE LJUBLJANA","1270 JEREBOVA ULICA 14","14,83097255","46,05731918",72,114,01:54
5790,"ZAVAROVALNICA TRIGLAV - LOGATEC","TRŽAŠKA CESTA 19a",1370,"LOGATEC","OSTALO","PE LJUBLJANA","1370 TRŽAŠKA 19A","14,22624937","45,91732173",65,78,01:18
5791,"ZAVAROVALNICA TRIGLAV - MEDVODE","MEDVOŠKA CESTA 3",1215,"MEDVODE","OSTALO","PE LJUBLJANA","1215 MEDVOŠKA CESTA 3","14,41202265","46,14047104",26,57,00:57
5426,"ZAVAROVALNICA TRIGLAV - MOSTE","ROJČEVA 20",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ROJČEVA 20","14,53474242","46,05688896",1,2,00:02
5792,"ZAVAROVALNICA TRIGLAV - RAKOVNIK","DOLENJSKA CESTA 43",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DOLENJSKA CESTA 43","14,52471214","46,03585628",9,38,00:38
5793,"ZAVAROVALNICA TRIGLAV - RIBNICA","ŠKRABČEV TRG 13",1310,"RIBNICA","OSTALO","PE LJUBLJANA","1310 ŠKRABČEV TRG 13","14,72840846","45,73757176",85,106,01:46
5794,"ZAVAROVALNICA TRIGLAV - ŠIŠKA","CELOVŠKA CESTA 140",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 140","14,48771079","46,07243448",11,39,00:39
4934,"ZAVAROVALNICA TRIGLAV - uprava","VEROVŠKOVA 60/C",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VEROVŠKOVA 60C","14,50091046","46,07381531",8,31,00:31
4932,"ZAVAROVALNICA TRIGLAV - uprava","MIKLOŠIČEVA 19",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 MIKLOŠIČEVA 19","14,50821868","46,05730021",3,8,00:08
5795,"ZAVAROVALNICA TRIGLAV - VIČ","TRŽAŠKA CESTA 132",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TRŽAŠKA CESTA 132","14,46815651","46,03810937",16,57,00:57
5796,"ZAVAROVALNICA TRIGLAV - VRHNIKA","TRG KARLA GRABELJŠKA 2b",1360,"VRHNIKA","OSTALO","PE LJUBLJANA","1360 TRG KARLA GRABELJŠKA 2B","14,29523244","45,96324206",45,54,00:54
4934,"ZAVAROVALNICA TRIGLAV d.d.","VEROVŠKOVA 60/C",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 VEROVŠKOVA 60C","14,50091046","46,07381531",8,31,00:31
4922,"ZAVAROVALNICA TRIGLAV, d.d.","VEROVŠKOVA 60/B",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VEROVŠKOVA 60B","14,50011646","46,0744147",9,32,00:32
6214,"ZAVOD MOJA SOSESKA","VOJKOVA CESTA 15",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VOJKOVA CESTA 15","14,51556206","46,06739982",4,16,00:16
5546,"ZAVOD TIVOLI - BAZENI","CELOVŠKA CESTA 25",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 25","14,49541297","46,0599169",8,28,00:28
3529,"ZAVOD ZA FARMACIJO - JAZMP","PTUJSKA 21",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 PTUJSKA 21","14,51481779","46,06973606",5,19,00:19
3994,"ZAVOD ZA GLUHE IN NAGLUŠNE","VOJKOVA 74",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VOJKOVA 74","14,52000223","46,0711525",5,18,00:18
5273,"ZAVOD ZA GOZDOVE SLOVENIJE","VEČNA POT 2",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 VEČNA POT 2","14,47996002","46,05246981",12,42,00:42
6570,"ZAVOD ZA GOZDOVE SLOVENIJE","VEČNA POT 2",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VEČNA POT 2","14,47996002","46,05246981",12,42,00:42
3486,"ZAVOD ZA GOZDOVE SLOVENIJE - slopak","VEČNA POT 2",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 VEČNA POT 2","14,47996002","46,05246981",12,42,00:42
2785,"ZAVOD ZA GRADBENIŠTVO","DIMIČEVA ULICA 12",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DIMIČEVA ULICA 12","14,5138692","46,07029889",5,20,00:20
5184,"ZAVOD ZA KULTURNO DEDIŠČINO","METELKOVA 4",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 METELKOVA 4","14,5158289","46,05605491",2,5,00:05
3822,"ZAVOD ZA ŠOLSTVO","PRIVOZ 11",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PRIVOZ 11","14,51175668","46,04147042",8,34,00:34
3923,"ZAVOD ZA ŠOLSTVO","POLJANSKA 28",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 POLJANSKA 28","14,51857888","46,04891334",2,7,00:07
5292,"ZAVOD ZA ŠOLSTVO","PARMOVA 33",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PARMOVA 33","14,50409605","46,06162833",6,21,00:21
3248,"ZAVOD ZA ŠPORT SLOVENIJE","CELOVŠKA CESTA 25",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 25","14,49541297","46,0599169",8,28,00:28
4103,"ZAVOD ZA TEHNIČNO IZOBRAŽEVAN.","LANGUSOVA 21",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 LANGUSOVA 21","14,49446443","46,04341101",11,48,00:48
2394,"ZAVOD ZA TRANSFUZIJSKO MEDIC.","ŠLAJMERJEVA 6",1000,"LJUBLJANA-dosta","SLOPAK - KU 1","PE LJUBLJANA","1000 ŠLAJMERJEVA 6","14,52532994","46,05430407",1,2,00:02
5291,"ZAVOD ZA TRANSFUZIJSKO MEDICINO - uničevanje","CESTA V GORICE 38",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CESTA V GORICE 38","14,46271787","46,0327034",22,91,01:31
3181,"ZAVOD ZA TURIZEM","GREGORČIČEVA ULICA 7",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 GREGORČIČEVA ULICA 7","14,50163338","46,0479772",9,36,00:36
6528,"ZAVOD ZA TURIZEM KRANJ","GLAVNI TRG 2",4000,"KRANJ","OSTALO","PE LJUBLJANA","4000 GLAVNI TRG 2","14,35587356","46,23944728",61,78,01:18
5238,"ZAVOD ZA USPOSABLJANJE - LEVEC","KARLOVŠKA CESTA 18",1000,"LJUBLJANA-dosta","OSTALO","PE LJUBLJANA","1000 KARLOVŠKA CESTA 18","14,51136186","46,04376315",7,31,00:31
5886,"ZAVOD ZA VARSTVO PRI DELU","CHENGDUJSKA CESTA 25",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CHENGDUJSKA 25","14,56873251","46,05356661",12,19,00:19
6234,"ZAVOD ZA ZAPOSLOVANJE","PARMOVA 32",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PARMOVA 32","14,50460959","46,06201744",6,21,00:21
6434,"ZAVOD ZA ZAPOSLOVANJE - ARHIV CELJE","MIKLOŠIČEVA ULICA 1",3000,"CELJE","OSTALO","PE LJUBLJANA","3000 MIKLOŠIČEVA ULICA 1","15,26519584","46,23111419",149,155,02:35
6238,"ZAVOD ZA ZAPOSLOVANJE - območna enota RIBNICA","ŠKRABČEV TRG 13",1310,"RIBNICA","OSTALO","PE LJUBLJANA","1310 ŠKRABČEV TRG 13","14,72840846","45,73757176",85,106,01:46
6374,"ZAVOD ZA ZAPOSLOVANJE - OBMOČNA SLUŽBA KRANJ","BLEIWEISOVA 12",4000,"KRANJ","OSTALO","PE LJUBLJANA","4000 BLEIWEISOVA 12","14,35501186","46,24772002",63,81,01:21
6277,"ZAVOD ZA ZAPOSLOVANJE - OBMOČNA SLUŽBA NOVO M","TRDINOVA ULICA 10",8000,"NOVO MESTO","OSTALO","PE LJUBLJANA","8000 TRDINOVA ULICA 10","15,1705534","45,7992441",137,137,02:17
6546,"ZAVOD ZA ZAPOSLOVANJE - Območna služba Sevnic","TRG SVOBODE 32",8290,"SEVNICA","OSTALO","PE LJUBLJANA","8290 TRG SVOBODE 32","15,30340073","46,01043474",162,193,03:13
6231,"ZAVOD ZA ZAPOSLOVANJE - območna služba VELENJ","RUDARSKA 6A",3320,"VELENJE","OSTALO","PE LJUBLJANA","3320 RUDARSKA 6A","15,11369853","46,35920088",164,163,02:43
6433,"ZAVOD ZA ZAPOSLOVANJE - OS CELJE","LJUBLJANSKA CESTA 14",3000,"CELJE","OSTALO","PE LJUBLJANA","3000 LJUBLJANSKA CESTA 14","15,2598216","46,23241325",148,154,02:34
