SIF_STR;NAZIV;NASLOV;KRAJ;POSTA;SKUP1;X;Y
8017;LEPENKA d.d. - kovine;SLAP 8;4290 TRéI»;4290;4290 SLAP 8;14.31873022;46.36903636
8018;INCE INéENIRING d.o.o. - kovine;LU»E 1;1290 GROSUPLJE;1290;1290 LU»E 1;14.74070204;45.91713741
8020;KOVIKOR s.p. - kovine;DVOR 19a;1275 äMARTNO PRI LITIJI;1275;1275 DVOR 19A;14.87990360;46.02080472
8021;TOSIN CONSULTING, d.o.o. - kovine;LETALIäKA CESTA 33;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 33;14.56795971;46.06321819
8022;AC KONDOR d.o.o. - kovine;LETALIäKA 9/a;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 9A;14.54728593;46.06235571
8023;SPECOR d.o.o. - kovine;ULICA JOéETA JAME 14;1000 LJUBLJANA;1000;1210 ULICA JOéETA JAME 14;14.47948837;46.09041969
8029;MUZGA IRMA s.p. - kovine;ZALOäKA CESTA 297;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 297;14.62036837;46.06194580
8031;DELO TISKARNA d.d. - kovine;DUNAJSKA CESTA 5;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 5;14.50613244;46.05936970
8055;VERIGA TREBNJE d.o.o. - kovine;MALA LOKA 12;8212 VELIKA LOKA;8212;8212 MALA LOKA 12;14.96030508;45.94224616
8062;KEMOFARMACIJA d.d. - kovine;CESTA NA BRDO 100;1000 LJUBLJANA;1000;1000 CESTA NA BRDO 100;14.46204190;46.04783434
8063;NOVOLIT d.d. - kovine;NOVA VAS 56;1385 NOVA VAS;1385;1385 NOVA VAS 56;14.50922614;45.77258462
8076;FRANCI KOGOVäEK s.p. - kovine;HORJULSKA CESTA 56;1356 DOBROVA;1356;1356 HORJULSKA CESTA 56;14.41212143;46.05179119
8083;JUNGHEINRICH d.o.o. - kovine;PLANJAVA 6;1236 TRZIN;1236;1236 PLANJAVA 6;14.54665162;46.11953296
8085;PETKOVäEK d.o.o. - kovine;ZAPLANA 55;1373 ROVTE;1373;1373 ZAPLANA 55;14.23382970;45.97362723
8095;VALKARTON d.d. - kovine;TRéAäKA CESTA 1;1370 LOGATEC;1370;1370 TRéAäKA CESTA 1;14.23314680;45.92667193
8096;MLADINSKA KNJIGA TISKARNA - kovine;DUNAJSKA CESTA 123;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 123;14.51081787;46.07623336
8097;PREVOZ ZA LASTNE POTREBE - kovine;POD JEéAMI 3;1000 LJUBLJANA;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
8109;STH HOLDING, d.d. kovine ( prej IMK;äLANDROVA 4;1000 LJUBLJANA;1000;1231 äLANDROVA ULICA 4;14.53437809;46.09885239
8112;KOMUNALA RIBNICA d.o.o. - kovine;GORI»A VAS 11a;1310 RIBNICA;1310;1310 GORI»A VAS 11A;14.73538686;45.73192818
8116;JAVNA RAZSVETLJAVA d.d. - kovine;LITIJSKA CESTA 263;1261 LJ-DOBRUNJE;1261;1261 LITIJSKA CESTA 263;14.59340944;46.04206766
8121;MARIBORSKA LIVARNA d.d. - kovine;OREäKO NABREéJE 9;2000 MARIBOR;2000;2000 OREäKO NABREéJE 9;15.66130313;46.55677341
8122;éELEZNIäKO GRADBENO PODJETJE - ko;OB ZELENI JAMI 2;1000 LJUBLJANA;1000;1000 OB ZELENI JAMI 2;14.52528863;46.05914464
8128;JULON d.d. - kovine;LETALIäKA CESTA15;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 15;14.55210474;46.06264455
8132;PAN-JAN d.o.o. - kovine;OBRTNIäKA ULICA 33;8210 TREBNJE;8210;8210 OBRTNIäKA ULICA 33;15.02414479;45.91004616
8133;SAP - SERVO MEHANI»NI OBRATI  - ko;SREDIäKA ULICA 4;1000 LJUBLJANA;1000;1000 SREDIäKA ULICA 4;14.52729905;46.06134837
8137;PAPIRNICA VEV»E - kovine;VEVäKA CESTA 52;1000 LJUBLJANA;1000;1260 VEVäKA CESTA 52;14.59187092;46.04925134
8139;METALLES d.o.o. - kovine;TITOVA ULICA 56;1433 RADE»E;1433;1433 TITOVA ULICA 56;15.17389850;46.06471131
8141;J-CONDOR, d.o.o. - kovine;SPODNJE PIRNI»E 6;1215 MEDVODE;1215;1215 SPODNJE PIRNI»E 6;14.44182785;46.13314303
8143;IMPRESS d.d. - kovine;STANTETOVA ULICA 9;1295 IVAN»NA GORICA;1295;1295 STANTETOVA ULICA 9;14.80276865;45.93724460
8145;EKO GRADNJA & EKOGUM - kovine;INDUSTRIJSKA CESTA 2;1000 LJUBLJANA;1000;1000 INDUSTRIJSKA CESTA 2;14.53869421;46.06659538
8149;KOLINSKA d.d. - kovine;SREDIäKA ULICA 5;1000 LJUBLJANA;1000;1000 SREDIäKA ULICA 5;14.52807056;46.06181942
8157;METAL - PROFIL d.o.o. - kovine;JARäKA CESTA 30;1230 DOMéALE;1230;1230 JARäKA CESTA 30;14.59532511;46.15350056
8170;TRGOGRAD d.o.o. - kovine;LJUBLJANSKA CESTA 1;1270 LITIJA;1270;1270 LJUBLJANSKA CESTA 1;14.35875843;45.92325984
8171;VELANA d.d. - kovine;äMARTINSKA CESTA 52;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 52;14.52811793;46.06385308
8175;KIG, d.d. - kovine;ZAGORICA 18;1292 IG;1292;1292 ZAGORICA 18;14.51825413;45.96249771
8177;RUDNIK TRBOVLJE HRASTNIK d.d. - kov;TRG REVOLUCIJE 12;1420 TRBOVLJE;1420;1420 TRG REVOLUCIJE 12;15.04162819;46.14662605
8178;KOVINA SERVIS - kovine;RUDNIK 14/2;1000 LJUBLJANA;1000;1000 RUDNIK II 14;14.54520438;46.01973447
8179;WAP ALTO - »IST. SERVIS d.o.o. - k;LETALIäKA CESTA 33;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 33;14.56795971;46.06321819
8180;PLUT d.o.o. - kovine;SNEBERSKA 118;1000 LJUBLJANA;1000;1260 SNEBERSKA CESTA 118;14.58670567;46.07312162
8181;PIVOVARNA UNION - kovine;PIVOVARNIäKA 2;1000 LJUBLJANA;1000;1000 PIVOVARNIäKA ULICA 2;14.50058048;46.06018245
8185;INKOS d.o.o. - kovine;KRMELJ 51;8296 KRMELJ;8296;8296 KRMELJ 51;15.18566544;45.98580083
8192;VIATOR & VEKTOR STORITVE, d.o.o.- k;DOLENJSKA CESTA 244;1000 LJUBLJANA;1000;1000 DOLENJSKA CESTA 244;14.53969619;46.01736411
8198;ITAS-CAS d.o.o. - kovine;REäKA CESTA 13;1330 KO»EVJE;1330;1330 REäKA CESTA 13;14.86290109;45.63511332
8200;PROFIS d.o.o. - kovine;INDUSTRIJSKA CESTA 1;1290 GROSUPLJE;1290;1290 INDUSTRIJSKA CESTA 1;14.65346131;45.95312389
8201;KOMUNALA BREéICE - kovine;CESTA PRVIH BORCEV 9;8250 BREéICE;8250;8250 CESTA PRVIH BORCEV 9;15.59224570;45.90324094
8202;ROGINA ANDREJ s.p. - kovine;MENARDOVA 18;1000 LJUBLJANA;1000;1000 MEDENSKA CESTA 18;14.46058145;46.10644702
8204;PTK d.o.o. - kovine;LITIJSKA CESTA 143;1000 LJUBLJANA;1000;1000 LITIJSKA CESTA 143;14.55969782;46.04556938
8205;GRAFIK d.o.o. - kovine;BRN»I»EVA ULICA 31;1231 LJ-»RNU»E;1231;1231 BRN»I»EVA ULICA 31;14.54881002;46.09753340
8206;VENGE d.o.o. - kovine;URäI»EV äTRADON 53;1000 LJUBLJANA;1000;1000 URäI»EV äTRADON 53;14.51561030;46.02327542
8207;TISKARNA NOVO MESTO d.d. - kovine;VAVPOTI»EVA ULICA 19;8000 NOVO MESTO;8000;8000 VAVPOTI»EVA ULICA 19;15.15039355;45.81759275
8211;LIMAB d.o.o. - kovine;OB éELEZNICI 16;1000 LJUBLJANA;1000;1000 OB éELEZNICI 16;14.53702470;46.05907562
8214;MIGRA PLUS d.o.o. - kovine;FUéINE 9;1240 KAMNIK;1240;1240 FUéINE 9;14.60994372;46.23052423
8215;NEPREMI»NINE DUäAN SMOLA, s.p. -;REäKA CESTA 13;1330 KO»EVJE;1330;1330 REäKA CESTA 13;14.86290109;45.63511332
8218;PLAST-KART TONI (STARE KLAUD.) - ko;äMARSKA CESTA 34;1291 äKOFLJICA;1291;1291 äMARSKA CESTA 34;14.57979868;45.98455021
8220;ISKRA TRANSMISSION d.d. - kovine;STEGNE 11;1000 LJUBLJANA;1000;1000 STEGNE 11;14.48482110;46.08432539
8221;CARINA DOMéALE  RADIJSKI ODD. - ko;RADIO CESTA 9;1230 DOMéALE;1230;1230 RADIO CESTA 9;14.58661343;46.12551423
8223;INäTALACIJE BOäTJAN HREN s.p. - k;MALO MLA»EVO 33;1290 GROSUPLJE;1290;1290 MALO MLA»EVO 33;14.65679151;45.94438801
8233;DANPOL d.o.o. - kovine;VELIKE BLOKE 20;1385 NOVA VAS;1385;1385 VELIKE BLOKE 20;14.48080950;45.78510180
8237;MONTAéA IN SERVIS JOéE LESKOVEC -;PETKOVEC 23;1373 ROVTE;1373;1373 PETKOVEC 23;14.19409351;45.98273024
8240;PERITUS d.o.o. - kovine;VEVäKA CESTA 52;1000 LJUBLJANA;1000;1260 VEVäKA CESTA 52;14.59187092;46.04925134
8248;SITEEP d.o.o. - kovine;PIVOVARNIäKA 6;1000 LJUBLJANA;1000;1000 PIVOVARNIäKA ULICA 6;14.50183435;46.05872128
8249;SLOVENSKE éELEZARNE - kovine;GERBI»EVA ULICA 98;1000 LJUBLJANA;1000;1000 GERBI»EVA ULICA 98;14.48051940;46.03962366
8251;ISKRATELA-SEM d.o.o. - kovine;CESTA DVEH CESARJEV 403;1000 LJUBLJANA;1000;1000 CESTA DVEH CESARJEV 403;14.46604992;46.03145029
8252;J&R FILMETA d.o.o. - kovine;BRODIä»E 22;1236 TRZIN;1236;1236 BRODIä»E 22;14.54834055;46.12345356
8254;KOVIS LIVARNA d.o.o. - kovine;éELEZARSKA CESTA 3;3220 äTORE;3220;3220 éELEZARSKA CESTA 3;15.32115350;46.22029889
8258;REZ KOSER d.o.o. - kovine;LETALIäKA CESTA 32;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 32;14.57183748;46.06152316
8260;KOVINAR-DRUéBA LIVARSTVA.KOV. - ko;KOVAäKA CESTA 12;3205 VITANJE;3205;3205 KOVAäKA CESTA 12;15.29210693;46.37831522
8262;NOLIMAL, MEHANSKO VAROVANJE, D.O.O.;CESTA POD GORO 42;1353 BOROVNICA;1353;1353 CESTA POD GORO 42;14.36788343;45.92354448
8265;APNENEC d.o.o. - kovine;ZIDANI MOST 21;1432 ZIDANI MOST;1432;1432 ZIDANI MOST 21;15.18019135;46.08768137
8267;SANDRO d.o.o. - kovine;DUNAJSKA CESTA 106;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 106;14.51203598;46.07443902
8270;TOJER d.o.o. - kovine;PRISOJNA POT 4a;8000 NOVO MESTO;8000;8000 PRISOJNA POT 4A;15.16415308;45.80996125
8271;SIJAJ HRASTNIK d.d. - kovine;POT VITKA PAVLI»A 9;1430 HRASTNIK;1430;1430 POT VITKA PAVLI»A 9;15.07946639;46.14661439
8275;INäTITUT JOéEF äTEFAN - kovine;JAMOVA CESTA 39;1000 LJUBLJANA;1000;1000 JAMOVA CESTA 39;14.48785865;46.04235597
8281;LJUBLJANSKE MLEKARNE - kovine;TOLSTOJEVA 63;1000 LJUBLJANA;1000;1000 TOLSTOJEVA ULICA 63;14.50528734;46.07736134
8283;JUNTEZ s.p. - kovine;KRMELJ 1;8296 KRMELJ;8296;8296 KRMELJ 1;15.19053302;45.97877449
8284;ZAVOD RS ZA BLAG.REZERVE - kovine;DUNAJSKA CESTA 106;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 106;14.51203598;46.07443902
8286;IZI PLUS, d.o.o. - kovine;CELOVäKA CESTA 172;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 172;14.48444738;46.07582996
8287;KIV, d.d. 9m3 - kovine;VRANSKO 66;3305 VRANSKO;3305;3305 VRANSKO 66;14.95370379;46.24559735
8288;IMP PROMONT.KLIMA d.o.o. - kovine;POT K SEJMIä»U 30;1000 LJUBLJANA;1000;1231 POT K SEJMIä»U 30;14.53585295;46.10035196
8291;REBOLJ ANDREJ s.p. - kovine;äKOFJELOäKA CESTA 33;1215 MEDVODE;1215;1215 äKOFJELOäKA CESTA 33;14.40843126;46.13497306
8295;PUäLJAR MILAN s.p. - kovine;äKRJAN»E 4;1295 IVAN»NA GORICA;1295;1295 äKRJAN»E 4;14.80965938;45.92840230
8300;AVTOTRANSPORTI KASTELEC - kovine;ADAMI»EVA CESTA 57;1290 GROSUPLJE;1290;1290 ADAMI»EVA CESTA 57;14.66527321;45.95601121
8304;KEPA IGOR s.p. - kovine;STI»NA 103a;1295 IVAN»NA GORICA;1295;1295 STI»NA 103A;14.78716153;45.94816721
8307;SIR - PAK d.o.o. .- kovine;STI»NA 22;1295 IVAN»NA GORICA;1295;1295 STI»NA 22;14.80355319;45.95628533
8312;R.M.T. d.o.o. - kovine;NADGORIäKA CESTA 39;1000 LJUBLJANA;1000;1231 NADGORIäKA CESTA 39;14.55898853;46.09918353
8317;*AVTOHIäA VI» - kovine - ne upora;TBILISIJSKA ULICA 49;1000 LJUBLJANA;1000;1000 TBILISIJSKA ULICA 49;14.47862572;46.03903022
8320;EUROTEK TRANSPORT MATJAä s.p. - ko;BI» 11;8213 VELIKI GABER;8213;8213 BI» 11;14.88690137;45.92535434
8322;TEKNOXGROUP SLOVENIJA, d.o.o. - kov;POD JELäAMI 10;1290 GROSUPLJE;1290;1290 POD JELäAMI 10;14.66346754;45.96880081
8325;NOVOLIT d.d. 9m3 - kovine;NOVA VAS 56;1385 NOVA VAS;1385;1385 NOVA VAS 56;14.50922614;45.77258462
8327;LAFARGE CEMENT d.d. - kovine;KOLODVORSKA CESTA 5;1420 TRBOVLJE;1420;1420 KOLODVORSKA CESTA 5;15.03584335;46.12997371
8331;MERCATOR d.d. 9m3 - kovine;SLOVEN»EVA 25;1000 LJUBLJANA;1000;1000 SLOVEN»EVA ULICA 25;14.50583523;46.08262731
8332;SLOVENSKE éELEZNICE - éELEZ. POST;KOLODVORSKA ULICA 2;8210 TREBNJE;8210;8210 KOLODVORSKA ULICA 2;15.00861189;45.90693538
8335;RODEX d.o.o. - kovine;ROVSKA CESTA 2;1235 RADOMLJE;1235;1235 ROVSKA CESTA 2;14.62618528;46.17915798
8337;SON»EK - ZVEZA DRUäTEV ZA CESTAP. -;ROéANSKA ULICA 2;1000 LJUBLJANA;1000;1000 ROéANSKA ULICA 2;14.50885191;46.07339970
8338;PAPIR SERVIS NOVO MESTO   MK-Z - ko;PODBEVäKOVA 12;8000 NOVO MESTO;8000;8000 PODBEVäKOVA 12;15.19814075;45.80458898
8339;PAPIR SERVIS NOVO MESTO     VK - ko;PODBEVäKOVA 12;8000 NOVO MESTO;8000;8000 PODBEVäKOVA 12;15.19814075;45.80458898
8343;TEHNOCHEM d.o.o. - kovine;JURJEVICA 49;1310 RIBNICA;1310;1310 JURJEVICA 49;14.68386378;45.74781478
8347;AVTOHIäA BIZILJ KATJA, s.p. - kovi;ULICA JOéETA JAME 12;1000 LJUBLJANA;1000;1210 ULICA JOéETA JAME 12;14.47765898;46.08968257
8348;PLEäKO CARS d.o.o. - kovine;TRéAäKA CESTA 426;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 426;14.41482272;46.02473996
8349;ILIRIJA d.d. - kovine;TRéAäKA CESTA 40;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 40;14.48537844;46.04508916
8350;PREGELJ BORIS s.p. - kovine;STARA VRHNIKA 64;1360 VRHNIKA;1360;1360 STARA VRHNIKA 64;14.28087621;45.97592973
8351;METAL ANDREJ »EäAREK s.p. - kovin;RAKITNICA 41;1330 KO»EVJE;1330;1330 RAKITNICA 41;14.75694000;45.69180779
8352;BIZJAK MARJAN s.p. - kovine;VERD 131;1360 VRHNIKA;1360;1360 VERD 131;14.29959394;45.95087880
8354;FINES d.o.o. - kovine;INDUSTRIJSKA CESTA 5;1290 GROSUPLJE;1290;1290 INDUSTRIJSKA CESTA 5;14.65168548;45.95449519
8355;TEXIMP TRGOVINA d.o.o. - kovine;LETALIäKA CESTA 27;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 27;14.56325794;46.06282249
8357;NAFTA LENDAVA d.o.o. - kovine;RUDARSKA ULICA 1;9220 LENDAVA-LENDVA;9220;9220 RUDARSKA ULICA 1;16.45935988;46.53142917
8358;REKON d.o.o. - kovine;VIR PRI STI»NI 92;1295 IVAN»NA GORICA;1295;1295 VIR PRI STI»NI 92;14.81371911;45.95232515
8359;POTENS d.o.o. - kovine;PODOLNICA 40a;1354 HORJUL;1354;1354 PODOLNICA 40A;14.32462016;46.02526069
8360;KOMUNALA LENDAVA d.o.o. - kovine;GLAVNA ULICA 109;9220 LENDAVA-LENDVA;9220;9220 GLAVNA ULICA 109;16.44799832;46.57180844
8361;BTC, d.d. - kovine;äMARTINSKA CESTA 152;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 152;14.54196589;46.06800312
8364;LAFARGE CEMENT d.d. - kovine;KOLODVORSKA CESTA 5;1420 TRBOVLJE;1420;1420 KOLODVORSKA CESTA 5;15.03584335;46.12997371
8365;IVEK d.o.o. - kovine;VRE»ARJEVA 20a;1291 äKOFLJICA;1291;1291 VRE»ARJEVA 20A;14.55207651;45.99870681
8368;ELEKTRO LJUBLJANA - ZAGRADEC - kovi;FUéINA 46;1303 ZAGRADEC;1303;1303 FUéINA 46;14.83046160;45.86285802
8369;ELEKTRON»EK d.o.o. - kovine;GORENJSKA CESTA 23;1234 MENGEä;1234;1234 GORENJSKA CESTA 23;14.56466759;46.17822147
8373;ETI ELETROELEMENTI d.d. - kovine;IZLAKE 5;1411 IZLAKE;1411;1411 IZLAKE 5;14.92978708;46.15414481
8376;CERAR ALOJZ s.p. - kovine;SLAPE 156;1260 LJ-POLJE;1260;1260 SLAPE 156;14.58489582;46.05059398
8378;MARAL d.o.o. - kovine;JEZERO 47;1352 PRESERJE;1352;1352 JEZERO 47;14.43642203;45.97087064
8379;EKO-COM d.o.o. - kovine;SAVLJE 87;1000 LJUBLJANA;1000;1000 SAVLJE 87;14.50152988;46.09555624
8380;CARMAX d.o.o. - kovine;CELOVäKA CESTA 258;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 258;14.47739376;46.08488563
8381;GPG KIPKOP, d.o.o.;CESTA DVEH CESARJEV 393;1000 LJUBLJANA;1000;1000 CESTA DVEH CESARJEV 393;14.46783522;46.03252931
8382;FIBRAN NORD d.o.o. - kovine;KO»EVARJEVA ULICA 2;8000 NOVO MESTO;8000;8000 KO»EVARJEVA ULICA 2;15.15636396;45.81284268
8384;ORKA, d.o.o. - kovine;TOVARNIäKA 48;1000 LJUBLJANA;1000;1000 TOVARNIäKA ULICA 48;14.53618909;46.06163658
8388;»ERIN RAJKO s.p. - kovine;LITIJSKA CESTA 6;1000 LJUBLJANA;1000;1000 LITIJSKA CESTA 6;14.53594303;46.04775219
8390;IDRIZ KUKAVICA s.p. - kovine;POT NA LABAR 9c;1000 LJUBLJANA;1000;1000 POT NA LABAR 9C;14.61925738;46.06375065
8394;GALVANIZACIJA ZRNEC ROMANA s.p - ko;HRUäEVSKA CESTA 26;1000 LJUBLJANA;1000;1000 HRUäEVSKA CESTA 26;14.54522964;46.04510807
8395;HOJA éAGA - kovine;ROB 25;1314 ROB;1314;1314 ROB 25;14.56455435;45.84728478
8396;TOSAMA d.d. - kovine;äARANOVI»EVA 35;1230 DOMéALE;1230;1230 äARANOVI»EVA 35;14.61492772;46.14956407
8397;PTI d.n.o. (BIVäI KSL) - kovine;RUDNIK III./2;1000 LJUBLJANA;1000;1000 RUDNIK III 2;14.54525120;46.01874491
8399;LHB FINANCE d.o.o. - kovine;äMARTINSKA ULICA 132;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 132;14.53944216;46.06837092
8400;GRAäI» MILAN s.p. - kovine;BISTRIäKA CESTA 7;1230 DOMéALE;1230;1230 BISTRIäKA CESTA 7;14.60038197;46.14165055
8403;PASARSTVO PABLAé d.o.o. - kovine;TRTNIKOVA 35;1260 LJ-POLJE;1260;1260 TRTNIKOVA 35;14.60733802;46.04936826
8404;REMEX NIKEL - kovine;SOUSSENSKA ULICA 8;1000 LJUBLJANA;1000;1000 SOUSSENSKA ULICA 8;14.51791518;46.03304764
8405;AVTOPOINT MARJANA KRAJäEK, s.p. -;STEGNE 31;1000 LJUBLJANA;1000;1000 STEGNE 31;14.48059017;46.08876013
8407;»EGLAJ VIDA s.p. - kovine;KERMAUNERJEVA ULICA 23;1000 LJUBLJANA;1000;1000 KERMAUNERJEVA ULICA 23;14.50667326;46.03045350
8408;JEéEK TRGOVINA SERVIS s.p. - kovin;CESTA 24. JUNIJA 21;1000 LJUBLJANA;1000;1000 CESTA 24. JUNIJA 21;14.52710464;46.09787790
8410;COLLEGIUM GRAPHICUM d.o.o. - kovine;äTEPANJSKA 11A;1000 LJUBLJANA;1000;1000 äTEPANJSKA CESTA 11A;14.54234931;46.04968543
8411;KOMUNALA LOGATEC - kovine;TRéAäKA 27;1370 LOGATEC;1370;1370 TRéAäKA 27;14.22241869;45.91653096
8412;PPT COMMERCE d.o.o. - kovine;CELOVäKA CESTA 85;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 85;14.49317842;46.06543161
8413;METALINDD. SMOLA JANEZ s.p. - kovin;REäKA 15;1330 KO»EVJE;1330;1330 REäKA 15;14.86398044;45.63431374
8414;INéINERING TRGING d.o.o. - kovine;HACQUETOVA ULICA 5;1000 LJUBLJANA;1000;1000 HACQUETOVA ULICA 5;14.51470314;46.06065695
8415;METALKA d.d. - kovine;DALMATINOVA ULICA 2;1000 LJUBLJANA;1000;1000 DALMATINOVA ULICA 2;14.50508226;46.05393059
8416;OLTRA. BOäTJAN HRABAR s.p. - kovin;VLAHOVI»EVA ULICA 67;6280 ANKARAN-ANCARAN;6280;6280 VLAHOVI»EVA ULICA 67;13.73168668;45.58152421
8417;RADE»E PAPIR MUFLON d.o.o. - kovin;TITOVA 99;1433 RADE»E;1433;1433 TITOVA 99;15.16597355;46.06424635
8418;M TIS GRAFIKA. TRGOVINA d.o.o. - ko;SKALETOVA ULICA 11b;3000 CELJE;3000;3000 SKALETOVA ULICA 11B;15.27799736;46.25254226
8419;DOM TISJE - kovine;»RNI POTOK 13;1275 äMARTNO PRI LITIJI;1275;1275 »RNI POTOK 13;14.83927051;46.02552425
8420;SOLOS d.o.o. - kovine;DUNAJSKA CESTA 114;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 114;14.51186112;46.07521207
8421;NOVA KUVERTA d.o.o. - kovine;SLOVEN»EVA 17;1000 LJUBLJANA;1000;1000 SLOVEN»EVA ULICA 17;14.50583874;46.07932520
8422;PORSCHE INTER AUTO d.o.o. - kovine;VEROVäKOVA 78;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 78;14.50236214;46.08350306
8429;TORA PRINT. GRAFI»NA DEJAVNOST - k;ULICA JOéETA JAME 14;1210 LJ-äENTVID;1210;1210 ULICA JOéETA JAME 14;14.47948837;46.09041969
8430;EUROPROJEKT d.o.o. - kovine;CELOVäKA CESTA 50;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 50;14.49552852;46.06285064
8431;PORSCHE INTER AUTO d.o.o. - kovine;VEROVäKOVA 78;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 78;14.50236214;46.08350306
8434;CENTER DOLFKE BOäTJAN»I» - kovin;DRAGA 1;1292 IG;1292;1292 DRAGA 1;14.54796196;45.94725933
8435;REFIT d.o.o. - kovine;POLJANSKA CESTA 22/A;1000 LJUBLJANA;1000;1000 POLJANSKA CESTA 22A;14.51679021;46.04953565
8436;IP d.o.o. - kovine;OPEKARSKA 45;1310 RIBNICA;1310;1310 OPEKARSKA 45;14.71833991;45.73895126
8440;JUNTEZ s.p. - kovine;KRMELJ 1;8296 KRMELJ;8296;8296 KRMELJ 1;15.19053302;45.97877449
8441;KG - EKO, d.o.o. - kovine;LJUBLJANSKA CESTA 16b;1293 äMARJE - SAP;1293;1293 LJUBLJANSKA CESTA 16B;14.60629118;45.97441364
8442;LIVARSTVO KRIM d.o.o. - kovine;DOLENJSKA CESTA 83;1000 LJUBLJANA;1000;1000 DOLENJSKA CESTA 83;14.52974443;46.03199901
8443;INFO DATA d.o.o. - kovine;INDUSTRIJSKA CESTA 1;1290 GROSUPLJE;1290;1290 INDUSTRIJSKA CESTA 1;14.65346131;45.95312389
8444;ANDREJ PLOT s.p. - kovine;CELOVäKA CESTA 127;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 127;14.48807243;46.06966482
8445;ELEKTRO »EäNOVAR d.o.o. - kovine;ZALOäKA CESTA 147;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 147;14.55513934;46.05653795
8446;CEP d.o.o. - kovine;GOSPOSKA ULICA 32;3000 CELJE;3000;3000 GOSPOSKA ULICA 32;15.26173538;46.22864795
8447;JABOX d.o.o. - kovine;GLINäKOVA PLOä»AD 8;1000 LJUBLJANA;1000;1000 GLINäKOVA PLOä»AD 8;14.50944229;46.09146044
8448;éNIDARäI» ANDREJ s.p. - kovine;RADOHOVA VAS 28;1296 äENTVID PRI STI»NI;1296;1296 RADOHOVA VAS 28;14.86130251;45.94327724
8452;GASTRO TO»ILNE NAPRAVE d.o.o. - ko;POPOVI»EVA ULICA 2;3000 CELJE;3000;3000 POPOVI»EVA ULICA 2;15.27854420;46.23004753
8456;VODE d.o.o. - kovine;OSREDKE 45;1262 DOL PRI LJUBLJANI;1262;1262 OSREDKE 45;14.67555678;46.10447562
8457;A COSMOS, d.d. - kovine;CELOVäKA CESTA 182;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 182;14.48373461;46.07879597
8458;LEK d.d. 9m3 - kovine;VEROVäKOVA 57;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 57;14.49972066;46.07673436
8459;TAPRO TRGOVINA d.o.o. - kovine;DEVOVA ULICA 21;1000 LJUBLJANA;1000;1000 DEVOVA ULICA 21;14.47960558;46.08619135
8460;LOCATOR d.o.o. - kovine;KOLARJEVA ULICA 14;1000 LJUBLJANA;1000;1000 KOLARJEVA ULICA 14;14.50237136;46.06803618
8461;OGNJIä»E ZALOéNIäKA DEJAVNOST -;TRG BROLO 11;6000 KOPER;6000;6000 TRG BROLO 11;13.73053908;45.54766824
8462;LPP d.o.o. - kovine;CELOVäKA CESTA 160;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 160;14.48583014;46.07449552
8463;MONOTERM MATJAé NOVAK s.p. - kovin;PRI UNIONU 26;1330 KO»EVJE;1330;1330 PRI UNIONU 26;14.85128826;45.64671579
8464;STZ d.o.o. - kovine;VEVäKA CESTA 52;1260 LJ-POLJE;1260;1260 VEVäKA CESTA 52;14.59187092;46.04925134
8467;EUROADRIA d.o.o. - kovine;DUNAJSKA CESTA 123;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 123;14.51081787;46.07623336
8468;EUROLIFT d.o.o. - kovine;OPALKOVO 1;1315 VELIKE LAä»E;1315;1315 OPALKOVO 1;14.60413038;45.83675649
8469;MERCATOR ZALOG - kovine;HLADILNIäKA POT 8;1000 LJUBLJANA;1000;1000 HLADILNIäKA POT 8;14.61260169;46.06174891
